labels,x,y,intensity
cell1,458.54610845648,804.263491467785,7956.61469890475
cell1,458.201631478003,814.553769609127,7628.92472533855
cell1,457.836715407102,827.432060970162,9110.04671055286
cell1,457.540049046409,838.561009699384,3286.81468242395
cell1,458.299386771373,858.72845576621,2093.28292516257
cell1,458.006386761956,926.249415125394,2167.29266818591
cell1,459.09656318718,699.486475295636,9257.4670960501
cell1,458.340876808445,865.442582087555,3669.70079218444
cell1,459.965963791148,879.64297917089,3501.24070707406
cell1,458.587213551663,914.362410052836,2519.29800768066
cell1,459.491653151407,958.10678863878,3640.89330517388
cell1,460.215835051705,729.362954016968,12332.648010073
cell1,461.059243742657,773.062505290415,8210.03941948902
cell1,460.875810931687,791.794652895119,9868.92175111548
cell1,460.727092686802,871.212585399773,4000.14937823425
cell1,459.446266171491,947.384496140371,4447.1423788509
cell1,460.080532338427,703.552268960475,7313.82050440135
cell1,461.827524065714,637.452594590412,1732.30463610883
cell1,461.49568720031,666.385385283127,6718.32018925609
cell1,462.323523801167,795.219642051156,10244.8171480793
cell1,462.184861822102,697.846834596199,7356.6584414697
cell1,462.68653771586,749.199390682949,9023.86756821658
cell1,462.907595257198,772.296273852614,9381.67393271717
cell1,462.818840974388,778.982240555637,6713.93158214708
cell1,463.395907602905,808.024611569426,7737.92640873342
cell1,462.786976637817,823.359169321548,10914.5056563451
cell1,462.591052037396,882.52695599654,4944.15555630767
cell1,463.267240464587,942.652157844735,4206.45074738769
cell1,464.588840529408,756.42646107856,11297.4560606751
cell1,462.802141081487,784.681310993993,8506.63064194569
cell1,463.73891113286,918.876695186079,1985.04200082932
cell1,465.225621864477,654.646116144955,7635.94849417182
cell1,465.440737829475,660.793626109628,7410.81299959522
cell1,465.224764384109,710.729795526531,10518.3116697946
cell1,464.890721879296,740.062902920055,7272.68238793025
cell1,464.827812683011,851.823903840211,2875.30489055376
cell1,465.049375097706,859.603333749451,4299.55578520511
cell1,464.619307325666,929.840550151409,2626.69838731391
cell1,465.630073545003,691.446775808492,7803.67515142514
cell1,466.099632462076,713.492785470727,11980.0480965604
cell1,465.614075124523,733.302292812186,15109.1300697832
cell1,465.521096226632,753.700266226795,10739.6544284822
cell1,465.649504994,790.833116985494,9929.34047254391
cell1,465.761363338499,863.554671474691,5976.94123394134
cell1,466.819122537689,644.19353822841,4265.40121581778
cell1,467.4762615777,683.190271327221,9574.56430073516
cell1,467.187369002266,718.156224090045,9559.73512533438
cell1,467.247711949438,897.741234983363,2526.38434912511
cell1,467.139338014943,949.457226546272,1935.67613953001
cell1,468.230423135189,801.195145505737,6191.49825105451
cell1,469.208454179431,610.886635296596,6565.72408464975
cell1,468.545379770708,671.806364003879,11974.3035873037
cell1,468.740064755087,698.749085948133,10154.794482101
cell1,468.326225249916,704.103207724903,7561.41106209096
cell1,469.283655152195,746.306958790797,10876.4480686992
cell1,468.753773592137,762.771906827523,12238.2939847033
cell1,469.474015064373,821.947790574612,9402.78075880864
cell1,468.567267831152,831.830864626673,9176.28016980718
cell1,469.252350523379,838.654457694288,10987.943914444
cell1,470.004404996088,879.030076395941,4481.28401687365
cell1,469.732993927909,890.167370971592,7484.2264330298
cell1,469.523777387229,901.386835108781,1907.70064114211
cell1,470.58541199119,621.385464681497,6614.46717879448
cell1,471.042909006594,817.072821740128,11083.3200754634
cell1,471.320272659593,852.261155342047,7107.45958187491
cell1,471.639365388347,587.28850586534,2109.04629168412
cell1,471.936123769231,677.864452443181,10564.5486451449
cell1,472.574122201343,694.720217326685,10624.5953817369
cell1,472.470414959474,714.592969528428,13141.4981157757
cell1,471.927308568106,859.447474261646,5014.90542187859
cell1,471.92535720696,865.593220194931,5637.19274789797
cell1,471.268472057079,874.509998548673,5715.59873190869
cell1,471.777229658467,922.245121970457,6585.2373601634
cell1,472.095691104405,974.999465734179,1326.56958642548
cell1,472.399105357973,778.360218342021,13872.5662710574
cell1,472.690051527661,803.746297676116,8407.35677507591
cell1,473.004587280313,911.244537115052,7007.60923572449
cell1,473.278340083259,916.681283789674,7551.97164847929
cell1,474.465227164363,626.440150748107,2678.07361917961
cell1,473.380034163779,658.179076635561,4454.33800306909
cell1,474.365068290521,706.324248473234,9107.06615383784
cell1,473.510897902062,763.484771501384,11909.648912139
cell1,473.627077747077,885.195253571532,6250.43066966048
cell1,474.819888647226,664.78649468253,7157.81005392359
cell1,475.696962138557,685.419230996946,6086.16688323375
cell1,475.516362536687,727.787651864731,9366.31503859066
cell1,474.48552828553,832.014938783714,9326.79826201983
cell1,475.216684188185,933.973834814765,3465.67381885905
cell1,476.328058751142,671.910746572717,6779.2762555052
cell1,475.870852462444,687.944735281656,7000.75955977296
cell1,475.346609950678,718.281560244036,13369.1027054908
cell1,477.477927276351,635.684520616541,7047.41900973454
cell1,476.780066116545,696.442161834946,11045.0301616003
cell1,476.293548970814,732.09032835997,12638.8347341279
cell1,477.298688123654,798.191760791331,11778.3343457274
cell1,476.675506363667,810.168321511541,9844.51504881923
cell1,477.671184159267,817.310322979576,13116.3339644526
cell1,476.597559400493,824.933359676649,8829.95760269865
cell1,477.708651470216,880.259934546916,8693.20357106681
cell1,477.499032742434,949.182100285733,4124.13376767212
cell1,478.324149955561,653.771761347876,2745.16759429873
cell1,479.119216708288,745.868100417612,5794.1438811783
cell1,478.70485717078,837.686632049427,8260.40845823505
cell1,478.766076136053,843.067550855496,11105.3969485215
cell1,478.756186020627,901.790446650894,9802.26496324239
cell1,479.961546109176,591.387669115127,2455.64102899116
cell1,479.864661891721,676.985891779272,8921.7366773696
cell1,480.457966231129,683.958303708798,6202.56332543678
cell1,479.824932046071,703.560612497197,10538.3622106544
cell1,479.98580124254,709.451785950634,10817.4813086414
cell1,480.324987076224,752.422189023484,9042.21427049939
cell1,479.650929175595,759.580279767748,12734.9539326534
cell1,480.301631374829,766.483461679534,12914.25456135
cell1,480.892281296467,774.042803876881,13228.3974069792
cell1,480.924078372511,777.261014675274,15431.5746494346
cell1,479.631941704192,790.861836391604,16331.4014378285
cell1,479.777836995471,863.320373235046,8880.17387950065
cell1,480.941223573344,911.259578649245,14219.9711023019
cell1,480.900673993955,919.420535911765,11679.848447488
cell1,481.307242355559,819.712979816246,15464.3726984357
cell1,480.999118595122,889.104583194051,14047.1024048974
cell1,481.449975159669,601.641186117318,4624.53428814789
cell1,482.462400793597,645.934668592994,4443.38120290781
cell1,481.848805152782,659.062787456959,7560.93129999368
cell1,482.702716783953,800.428523794892,11652.2892249808
cell1,481.852850054795,850.501338210651,17552.9134895239
cell1,481.94387423976,872.680837225843,9499.2714202787
cell1,483.575175419356,735.854334818157,9265.32721831348
cell1,483.50052841206,825.204276840025,13240.6688199094
cell1,482.220181153344,895.962009293482,13933.5722878067
cell1,483.899691159503,628.204758093949,4104.28683543929
cell1,483.54392611729,669.906064670889,4265.8865217122
cell1,484.605095899833,698.379809924138,10366.5670897003
cell1,483.204459354099,720.338449801281,8969.10225245961
cell1,483.499591787325,913.724021740655,16304.7806312651
cell1,483.406468162845,926.740732651888,9270.2806887834
cell1,485.152789805545,608.721825662968,4585.53142779016
cell1,485.472673539521,711.288167454306,10825.8703552395
cell1,485.914504343865,755.35544177167,10648.3964099486
cell1,484.343078013663,762.633017972069,10061.5107399911
cell1,485.298100442949,781.906529971993,12859.5606202538
cell1,484.616488758451,806.503209114256,13097.5115673628
cell1,486.454784511178,636.142873204138,3429.6362837947
cell1,485.657230191678,790.172696672664,13050.5467729954
cell1,486.438539905318,835.341357025637,11518.0239742567
cell1,486.249298769598,847.045270647281,22693.8725117603
cell1,485.608438848008,869.420051857509,10246.4616690516
cell1,485.888032338823,936.16384870139,3478.3643799318
cell1,487.031286032174,612.89243830734,5316.51422294417
cell1,486.48136992935,645.419324982138,5783.30319351768
cell1,486.788168824336,661.373250205541,7294.11961485795
cell1,486.917711414814,677.102161224185,11389.053354594
cell1,487.515283461644,724.268782200408,12723.869323772
cell1,487.158346177926,745.087030867565,9566.83212833582
cell1,486.798341448154,768.236255092245,8520.75220414468
cell1,486.6590440477,816.106750331869,10447.7689737299
cell1,487.584892393243,829.250049953118,13520.8454113027
cell1,486.827303226568,942.759261189355,2169.75561353669
cell1,487.695549306327,615.939312080803,5019.80223804174
cell1,488.754983870566,652.496095476678,6814.69572439897
cell1,488.074115295559,657.255347773041,7053.51974246908
cell1,488.262019193833,691.329039073931,17560.4900105334
cell1,487.758021472402,736.321290688615,10405.3161266846
cell1,487.869314691946,823.888518280502,16043.0695382561
cell1,487.897416429538,968.166615992209,1569.41739752918
cell1,489.566432643069,716.947032838948,11241.1246950312
cell1,488.94772127081,801.862292004487,11782.2984379114
cell1,488.811561555993,898.359837133073,13081.8332038392
cell1,489.675060939801,925.681489030657,7903.74371239813
cell1,489.815485782195,623.487536542798,7613.76786591087
cell1,489.166660631328,756.435565975104,8762.4684438514
cell1,489.978635188824,854.344831418731,10500.2848610725
cell1,490.458919254673,864.993844465617,11072.1102356538
cell1,489.791634532368,886.717315289729,10450.2666446544
cell1,489.476593281816,909.268771516795,14135.583140566
cell1,490.739053514339,548.208572531816,2140.40657660699
cell1,490.934131869376,671.221095782607,9431.17042922902
cell1,490.541291948473,723.604118468701,14032.6074986935
cell1,491.156338073765,726.899054209985,11366.3565042596
cell1,491.523514132684,831.446828321798,14693.1540750692
cell1,491.022759070803,920.92114922655,6808.5241853345
cell1,492.132567053434,543.412337141286,1853.45094425429
cell1,492.436893504444,640.767531342726,8284.87627209961
cell1,492.092962872572,807.482701055337,9607.75779012077
cell1,491.967683520508,963.093574295968,1770.23305584715
cell1,492.657375654061,580.83021032439,2789.68747983043
cell1,492.529208258634,652.557581057185,10035.6225209716
cell1,492.721374819906,665.209479141718,7527.86853466862
cell1,493.220355033482,842.520474424497,15176.819823438
cell1,493.128274791175,902.957293509925,10809.228217968
cell1,492.909146341596,951.594025415029,3536.72959421311
cell1,493.86069830789,702.794274664708,13982.2790191949
cell1,493.716329255202,712.656088966738,15851.1971484981
cell1,494.129095390634,766.022004787746,10016.8911553534
cell1,494.251273571948,774.055516283451,8401.74959122479
cell1,494.139177256476,779.687993037875,5999.22698579841
cell1,493.950275769329,787.654054395391,9399.83767693712
cell1,494.565072359947,913.480664555583,6969.73997754989
cell1,495.456197474376,631.729810540201,1840.63272064454
cell1,493.815694354165,724.152169303516,12804.469288733
cell1,496.151873246715,797.519787702465,9159.19176469177
cell1,494.970035022481,876.279615266497,13488.9459772576
cell1,494.335650900658,885.534949212557,8885.25458083955
cell1,495.445944553257,893.103324685866,14392.3713961493
cell1,494.466655461899,982.014902677532,2738.5455029527
cell1,495.727811969814,818.674496447007,12728.6634779142
cell1,496.144375704156,830.48215691633,14480.0420822597
cell1,495.93491957966,975.133376935754,3939.62340518968
cell1,497.057450600374,823.807981946575,12538.9424102589
cell1,496.76978728393,968.321283647586,4535.71307959643
cell1,497.637445700406,612.55308247141,5886.25620426155
cell1,498.530094564733,645.142441570451,16603.0621122681
cell1,497.391366677084,654.975819303032,10306.4717796256
cell1,497.345006162715,739.135525273883,9263.26753897326
cell1,497.963150820275,747.599784363729,11191.7049737591
cell1,499.099359117111,919.669364790139,5555.40573422268
cell1,498.437622203567,927.204549101891,3712.37647803893
cell1,498.444309180616,935.050464055507,11518.5691806981
cell1,497.974875922659,949.35434784872,1964.70899842634
cell1,497.423048802618,952.787714269758,2112.17982132444
cell1,499.444588129659,718.582515495263,10821.2989334462
cell1,498.201137406034,761.406964683886,14881.1017076909
cell1,498.298588001695,795.738757359298,10130.85416343
cell1,499.142262581462,849.961615208234,12776.4031042942
cell1,498.63438243993,867.943385859104,10838.769365968
cell1,498.731972430433,924.124489656224,4101.99598498701
cell1,499.543613634058,642.040295110256,17649.9271247316
cell1,500.099908106576,670.377844255674,9914.77876111051
cell1,499.206549783722,735.943671965432,8832.7038685833
cell1,499.64409940673,770.668954697429,9698.0685622987
cell1,500.110832004436,781.459932488569,7789.45532386177
cell1,499.893381019877,802.497673901696,9004.2611008064
cell1,499.403475526055,811.273019412033,7459.43602519476
cell1,499.857651621279,841.921479632073,13994.2030217081
cell1,500.827064148826,885.710420803513,11873.3566731341
cell1,501.163995327586,678.493211028675,13587.7779333987
cell1,500.336541257795,710.073653714127,8480.47439376339
cell1,500.538382802191,716.68398031282,9924.15264360494
cell1,501.383192559251,858.325705476609,13452.8652922522
cell1,502.439198434623,586.076186135948,3383.34425188652
cell1,502.147524435735,605.595987033349,2655.58873675874
cell1,501.665708472752,690.808029291717,10262.8037676032
cell1,501.991996909633,699.402647609933,12789.2933061109
cell1,502.075893561491,822.238346850276,10003.6063756033
cell1,502.267515200053,907.201387957741,13589.0046289184
cell1,502.80367851403,914.886223301338,7814.52379561323
cell1,503.285247024767,636.494850794634,6374.86697059258
cell1,503.090556365531,646.724756870456,14663.075232709
cell1,502.787211314315,725.404119986678,15293.198769565
cell1,502.655115124788,816.825281298899,8339.71584490464
cell1,503.639331815088,831.042494716451,9806.17853169888
cell1,503.576412254552,944.837346891751,1394.29884278901
cell1,502.720448005533,962.113482735488,2403.29054685385
cell1,503.768807708112,591.912633514283,2846.3524740269
cell1,504.398155562164,598.385408397649,4252.94069261696
cell1,503.981102958463,662.315308167799,7800.73430754103
cell1,504.169676869499,880.135423138574,13136.1707807111
cell1,505.381283607133,614.682262188919,4773.99044752094
cell1,505.101744870786,654.864075255707,12309.4712949491
cell1,504.930066935529,731.219681172953,9303.35303147274
cell1,505.46338507653,738.426591698316,6474.59552854358
cell1,505.323238297387,764.107551829981,7855.64463420024
cell1,505.765052769347,781.381142103811,7575.98811004073
cell1,506.37547194055,793.666748309529,7813.09172878765
cell1,506.337932616327,806.588850638153,6386.55286016894
cell1,505.192006843084,843.389213193586,11997.1647867784
cell1,504.682474983612,957.279717691389,1707.95156687073
cell1,505.488772552586,622.864738188037,5998.48651170303
cell1,506.686206068547,683.895048309644,9701.4364041574
cell1,506.399489735891,718.605196277352,13397.8899089746
cell1,506.15992115989,758.728420217593,6215.48816456985
cell1,506.692764545347,789.683230618026,6892.52046242657
cell1,505.435007003353,822.189815592279,7166.52839174566
cell1,505.935693305769,922.495372311725,6343.15456351867
cell1,506.31088046997,928.009189494822,7306.94987465729
cell1,506.976001254841,707.050630142063,8300.68263867146
cell1,507.334081593017,778.690242913126,7127.85418057261
cell1,506.851130218198,837.227730940722,15172.7977154499
cell1,507.532522482198,608.163686843897,3679.26670593948
cell1,508.002170101054,750.594454372725,7468.1924869109
cell1,507.899740781256,772.159263880598,6742.56521232044
cell1,507.38629452085,915.494519677159,8261.34986135197
cell1,509.082073824947,542.420464753548,1539.16848536945
cell1,509.392303033282,601.590317448808,7292.64951011396
cell1,509.705407926689,665.52697912078,9260.63007128597
cell1,508.766399597695,690.56639240531,13383.4282710515
cell1,508.698514862626,797.892656868078,6476.01532381221
cell1,510.282831667409,643.586254893171,12474.9830168645
cell1,509.261981177897,652.260117938326,8533.42728188709
cell1,509.316021227239,804.981366750131,5870.97253931011
cell1,509.613444533708,872.350815899699,13838.721806597
cell1,510.770325663528,884.388422681694,12265.6259031937
cell1,510.001364016159,890.994002836676,8891.47472398257
cell1,511.35014875729,550.85090070612,2088.89914444761
cell1,510.861229464318,616.310807108881,8977.30480689185
cell1,511.448429863955,636.667817064218,11547.9459306427
cell1,510.689309737849,714.490829475336,14993.3045626766
cell1,510.583380784376,741.032803131912,8220.92999114163
cell1,510.960142368245,781.866193446958,5002.10601962795
cell1,510.398576660036,858.597589837647,10469.2401411433
cell1,511.089991976288,899.008143643378,10477.4673899363
cell1,510.847309663294,945.433345567706,2472.24431386033
cell1,511.796495789402,592.769602100627,2680.32130240386
cell1,512.166033886003,722.794411017517,8127.18216622214
cell1,512.007151218468,731.876992517406,6396.42717504375
cell1,511.350553160821,777.660525099161,4930.1802875113
cell1,512.451686501618,827.566950560068,5301.34697161621
cell1,512.259029036794,847.668521328081,12709.7739282346
cell1,511.550915296736,908.525887555771,15871.7117091008
cell1,512.619928947738,628.76113348274,12465.8337040017
cell1,512.897115343697,710.40411419542,12120.9492370736
cell1,513.034589086312,766.088379211215,6525.38571049528
cell1,513.208466026618,814.46763789959,4665.35816220355
cell1,513.135496150249,864.714092414811,9207.05204238669
cell1,513.095618920527,933.763143578261,11279.587048612
cell1,514.26799373107,609.588681317111,6058.95855983437
cell1,514.421666574082,672.115959484543,10455.0207914653
cell1,514.136296354936,758.647653750914,5318.62006603982
cell1,514.221799218558,818.675684187267,5376.77978655036
cell1,515.534073543756,600.300178222857,12769.5068379704
cell1,514.955762257509,642.000704378838,10388.6145688651
cell1,514.692930106943,665.084508712172,11416.5609841072
cell1,515.044865761189,833.640836228437,5565.8334632623
cell1,516.053926023716,554.171322764019,2416.4684748309
cell1,515.680623059469,588.035153991684,2442.98486115663
cell1,516.26766568787,620.491825647627,11393.5890861984
cell1,516.033004942601,752.601249407625,5109.6040463046
cell1,515.60515495456,797.900912408844,2265.93999292669
cell1,516.569865379403,870.451459258931,8997.35708010815
cell1,516.47717196479,888.506065227364,9172.0725996975
cell1,514.971982490938,912.663527383822,14141.914848021
cell1,516.919271968287,690.101957421143,11382.019532633
cell1,516.181962797849,707.541605724647,8784.43820733685
cell1,517.163017888501,855.022275903888,14563.495860961
cell1,516.766401832254,858.454479970572,13259.0307968927
cell1,516.763399556614,919.53557463393,9324.98694982318
cell1,517.078719575308,965.26627054946,3730.05614608476
cell1,516.896582558069,990.236357843449,2240.09322521057
cell1,518.26755587789,743.7412568494,6250.4446208335
cell1,518.182061807116,825.948985181425,4803.22710158483
cell1,518.180309010114,899.474500417266,12494.428940005
cell1,518.042005385013,977.171711268969,1368.20084702997
cell1,518.677268344191,612.203396806521,11274.1834966772
cell1,519.064038113128,812.802272946497,2613.62210237189
cell1,519.088964193323,840.84665393207,5697.01042663999
cell1,518.691336106053,879.329612631923,12280.0162349532
cell1,518.354776610456,938.422015830104,11370.6284255408
cell1,519.870086843207,595.563335705232,6180.90429269258
cell1,519.861509069732,675.407918202115,10521.793258477
cell1,519.560743117931,739.350795147848,7228.67553576478
cell1,519.895417603077,817.47678345357,3051.13387063195
cell1,519.709102947014,969.187578101508,4586.75441758892
cell1,520.772226904007,655.922780600963,9809.01314121769
cell1,520.62370476491,669.89244888256,10014.1970632833
cell1,520.399395285378,699.432283924212,8168.84042109052
cell1,521.451215289611,721.573804620329,6505.52567015538
cell1,520.66399414314,912.702278874985,12682.8855350094
cell1,521.31891273356,930.793923031009,8250.11811684678
cell1,520.320204624187,949.614419724429,3557.41875152063
cell1,521.226848513337,983.124583844131,1994.28617936234
cell1,522.773945012391,555.434084709091,1812.78420368988
cell1,522.072896548625,623.927499493864,9985.81267058528
cell1,521.771802164563,643.374787992177,11101.0087369589
cell1,522.390029274749,732.62969361082,8530.68523792355
cell1,522.037214541685,760.218710661582,2347.57629011183
cell1,521.764039023392,779.041690192824,2354.1722766067
cell1,521.695154027527,832.319942016572,5158.63839458146
cell1,522.709109663206,886.695338785348,8495.78286745095
cell1,523.068636842909,632.97781474803,9453.0947821243
cell1,522.155479505371,647.628304890641,10418.5917787882
cell1,523.278255181474,681.752098109288,12217.6596470048
cell1,523.594382063761,692.951892977477,8598.59732318069
cell1,523.445647972385,838.373010370847,5425.30456092816
cell1,523.545916055667,955.566149115232,6500.45249404884
cell1,522.944398404643,959.82659248506,6820.63033454662
cell1,523.887755170842,570.653291661218,5049.81999401568
cell1,523.333129241282,727.379377429266,7828.15454614447
cell1,523.85436246383,973.905875255523,1865.67543424055
cell1,525.169357057576,602.551845094538,10883.3272055644
cell1,525.152283542832,664.970688110472,11954.4309603499
cell1,525.17778445968,892.742017753052,9492.75426332918
cell1,525.41633331355,935.339088962596,8517.45085955538
cell1,525.935877844398,845.893364174329,5229.95481789436
cell1,526.015266809357,857.272904994482,8774.02557596558
cell1,526.260583785027,871.804994494349,7880.24058381405
cell1,526.069086751452,875.268252678234,7300.98112183784
cell1,526.2870234234,882.390632101964,7047.90357169618
cell1,526.402158102736,944.257224913281,9460.67307280767
cell1,526.422435967393,584.414911838465,1483.18388115367
cell1,526.642630812094,674.139346559642,9680.48968865736
cell1,526.774009417948,913.392943259322,18852.120213708
cell1,527.567563966681,966.257222487493,3683.09637160542
cell1,527.864446686902,611.375006528072,7305.58873021304
cell1,528.501063564143,715.419056366102,8820.35091911433
cell1,528.133549751414,721.123984874199,9423.95195806549
