labels,x,y,intensity
cell1,183.271200165095,623.056457920483,2004.77049661026
cell1,183.866519780995,675.729872647293,2927.09632967481
cell1,184.361365672452,688.352108842787,2228.13946868148
cell1,190.513000035479,625.742408321772,2759.05794360588
cell1,193.046247345467,720.858748336283,3596.84320298139
cell1,196.319024551158,719.300033219327,1867.17904271548
cell1,199.718776977538,604.068739177861,2551.01705598911
cell1,199.906408397255,667.663997481756,1803.7619719556
cell1,200.545762821083,709.576965486792,3183.36659123271
cell1,200.616719382654,726.033903524557,4342.2110640968
cell1,204.16983594078,696.929882118021,2723.28433108177
cell1,203.89996030295,744.284125284265,2206.38028530604
cell1,205.426174699226,651.345332803583,2319.92116672971
cell1,205.685442515281,610.106950195835,2156.76438881455
cell1,205.999197843538,737.536909074284,5091.95387518209
cell1,206.525004016842,621.436202579868,2863.49802109169
cell1,207.191446873295,680.671357721269,1847.69460112944
cell1,206.956474440224,755.013709748166,3284.34451698597
cell1,208.261480911792,659.29090448398,2217.01306010669
cell1,208.705069513947,719.293850968803,3626.72562061261
cell1,211.976198508711,638.285421443757,2647.63954187666
cell1,210.764635207912,702.378322983303,2316.02338255436
cell1,212.462034256912,707.589697860771,2736.00811965356
cell1,214.394368065018,664.591968158452,2333.1080708865
cell1,214.400512577652,678.954440512407,2951.97337712871
cell1,214.035104022365,716.560522311799,2622.57849055668
cell1,214.406676479233,743.75547754758,2810.9467819317
cell1,214.683821678434,640.772529723759,2835.21261309657
cell1,215.151074544906,685.069338980923,2274.64222002607
cell1,214.904292390486,690.392053243834,4083.33267866744
cell1,216.768587745547,619.836910492275,1732.64516726954
cell1,216.466168566277,657.240572595292,2773.88335096728
cell1,218.312455495836,646.509312511586,3270.3414919866
cell1,217.500092793928,749.744154219667,1806.17220510177
cell1,218.867435079596,670.088956963996,2875.58370098966
cell1,220.479590928927,810.776423370977,2434.62049587618
cell1,220.966162293168,627.028263199522,3164.93565506419
cell1,220.325053166138,689.747421777761,2296.62511956307
cell1,221.110222055134,737.734119346697,1949.91061130121
cell1,223.499499186828,704.987368921234,2678.69941041326
cell1,224.800978423752,660.263109182137,2812.72594443589
cell1,225.315046813582,668.446835265513,4063.5184352782
cell1,226.308320441412,650.002949788573,6251.59447020993
cell1,226.38308559663,677.768831277455,3028.89882766914
cell1,225.756513547213,757.395349068189,2943.47732532309
cell1,226.795248339279,627.015803625245,2337.15577051981
cell1,227.307826730705,719.833524092633,2456.47806205861
cell1,226.508117425071,726.322298753005,1580.48239780797
cell1,227.762776788647,696.70451253172,2430.30565519632
cell1,227.817943080551,713.706951185617,2224.4585202635
cell1,228.933361084417,620.082458961959,2058.69608978916
cell1,230.149988935168,646.451212368698,2764.2243953806
cell1,229.796308835128,745.718715315208,4147.19703392702
cell1,230.713343182681,756.277049569371,1323.31824435024
cell1,230.960044895095,783.464165019749,2365.75990681718
cell1,232.241575395005,790.556420199171,1769.73133562321
cell1,233.71927943256,635.149708800164,3099.44114583749
cell1,233.195766073299,728.625955519911,2261.69288276851
cell1,234.36732709528,683.555058600672,5737.13651099281
cell1,234.294457978832,696.027436205431,4085.62907338522
cell1,233.91760391918,721.475946331057,2933.26036741142
cell1,234.379134732918,855.443731521791,2119.54770356982
cell1,235.20556094809,736.796270185836,5383.21924838368
cell1,236.016275159293,717.470391342326,1896.6468607324
cell1,236.122822695631,766.60041257613,4183.93137978912
cell1,238.058099062818,746.813822860435,7083.98590677621
cell1,238.551432847583,759.239154661621,2278.42079919331
cell1,237.602527259026,773.975622571327,2659.47008817949
cell1,238.709830958959,632.43585805558,3460.22001047278
cell1,238.523939910824,660.281829089614,2905.24159334961
cell1,238.29933442152,675.375851673828,4710.93115492418
cell1,238.723166287113,681.650879377973,3497.94697534619
cell1,239.49121919206,800.760195244771,5203.89865034805
cell1,239.240439158148,860.544656102195,3012.51236820561
cell1,239.611863312466,691.236745821007,4626.48568359675
cell1,240.893242357714,738.964539273812,3509.06746706288
cell1,242.480485343769,654.733396294588,2367.5742352086
cell1,243.294125224968,700.755359943,5771.5449808284
cell1,242.957142529702,825.560730794542,2859.53829170564
cell1,243.718788178637,773.972544227266,1777.15215810894
cell1,243.843910173979,788.044532255705,1847.08826337087
cell1,244.934915703862,670.693262133933,1873.1984385391
cell1,244.890260685714,742.024656154883,2500.45641817484
cell1,244.919423087395,841.530925724375,1605.34263002292
cell1,245.949890658059,751.686813074915,4109.19120522241
cell1,246.2574991776,759.181267118791,1991.29366764889
cell1,245.923992716321,808.815707706347,1944.02067292548
cell1,245.633047513273,861.626036247561,2692.60456038719
cell1,246.795315351097,685.094702818223,2478.96696144666
cell1,248.425966945225,691.249919650859,2579.67772498502
cell1,247.763743274613,704.194409675469,2560.36043449312
cell1,247.205285436483,714.587025999911,3274.74483432874
cell1,247.706238695835,766.776766257458,3526.27145733149
cell1,247.57931911842,831.74021755581,2370.06873359675
cell1,248.047744111381,871.538439687934,2034.64932191662
cell1,248.616284618846,819.879711771042,2173.44798170763
cell1,249.020442725001,846.045741283204,1655.49534014264
cell1,249.488194608125,729.377538065037,6748.41864145526
cell1,249.851295231647,782.665690669639,3399.98516225848
cell1,251.444609713881,865.036740577146,2194.21654704648
cell1,252.71645423666,744.318329004794,6905.92224453909
cell1,253.117871346333,769.314070838298,4317.30364804923
cell1,253.576519403663,833.837552677052,2504.44279936436
cell1,253.737036721409,840.231368478604,2606.83528857015
cell1,253.977343872524,646.300191117286,2930.82745493359
cell1,254.542688177113,690.561246831988,3145.96447420646
cell1,253.455740173809,734.524347404827,3797.52173642826
cell1,253.488612000165,795.852076790019,3844.89154518734
cell1,254.287526905772,804.46014779752,3113.4618294588
